tweet_num,manual_tag,text,time_period
3178,n,Honestly it's really awesome that the liquor stores in Nova Scotia are already preparing for the national legalization of marijuana! Props to you NSLC! :thumbs_up: #weedlegalization <at> New Minas https://t.co/GYF0XiqYcs,6
3179,n,Christie Blatchford: I may have smoked weed in the '60s  but I'm not celebrating its legalization now https://t.co/3G7lGmD2TH via <at>nationalpost,6
3180,n,<at>JustinTrudeau I canvassed all around westwood plateau for the <at>liberal_party on broken fucking leg! When the fuck is LEGAL POT COMING?,3
3181,n,Just wondering?? If potashcorp and agrium merge is the new name pot ag and if so does this promote legalization? Comments?,2
3182,n,Major #WWE news about #marijuana in professional sports <at> https://t.co/H27rh4vzas regardiing #BreakingNews for https://t.co/MQBYbjMjnY #Cannabis #Culture #WEED #Hash #EXTRACTION #Intel #Infosec #Terrorism #USDA #dope &lt;&lt; #dopeman #journalism &gt;&gt;,5
3183,n,The Beaverton - Canada promises to regulate legal cannabis with same fairness and efficiency as telecommunications https://t.co/7MYKdRFy5I,6
3184,n,Whoops. Meant legalization of cannabis. I'm sure anning is legal. https://t.co/eoCbni2kml,6
3185,n,"Pot is legal except for the hundreds of ways it's not! ""Pot users still won't be able to smoke indoors"" https://t.co/fpzBVrRQvl",6
3186,n,Canadian gvmt taking steps to legalize pot and <at>VirginRadioTO is bleeping out 'clouds of marijuana...' #eyeroll #here,1
3187,n,v <at>b4one <at>RosieBarton marijuana is legal outside of North America  in Europe etc  w/o incident. Why is #pnpcbc misinforming Cdns? <at>CBCHealth,1
3188,n,<at>graniterad <at>stephen_taylor All the pot smokers waiting for full legalization like he promised in the election LOL,6
3189,n,Alberta's approach to cannabis. Take the survey. #yyc #abpoli #AbLeg https://t.co/j0qMbxYSy4,4
3190,n,I for one can't wait until pot is legalized. Then maybe I won't have to read about it. (I know I just fooling myself): Liberals' plan to legalize marijuana by midsummer passes first hurdle in the Senate https://t.co/7RcQ4QLGMI via <at>torontostar,5
3191,n,finished mailing to LEGAL pot dispensaries this week. Shared <at>dontdrivehigh and other drug impaired driving info. #ArriveAlive #Potchecks,2
3192,n,<at>SarahPalinUSA Republicans blow so much smoke I wonder why they don't legalize pot?,4
3193,n,So  due to legalization we are no longer allowed to advertise with Bell  as they await guidelines for Cannabis. Yeah legal weed:frowning_face:_:pouting_face:,5
3194,n,<at>globeandmail <at>globepolitics He better get going on the legalization of pot. We're going to need the revenue big time.,1
3195,n,https://t.co/EjnJgAWC1k #Warondrugs We don't ban tobacco even though it's a huge cost to companies. Equal treatment in ban or legalization,4
3196,n,Why stop with #Cannabis? Let's decriminalize all drugs /via <at>globeandmail #Legalize & #Regulate them all!! https://t.co/8YNNwK0O5T,4
3197,n,I didn't realize Muclair thought marijuana and crack was legal  its the only explanation on why he is asking us to forgive Homolka #moron :face_with_symbols_on_mouth:,4
3198,n,Happy #420 Canada! Canada's official Cannabis Countdown started today! #legalizeit #2017 #pot #cannabis #canada https://t.co/1Bfz2Kf1x5,2
3199,n,<at>JodieEmery <at>CannabisCulture <at>TriCityNews <at>cqrcmp Raid it  as we did here in #Ottawa. You're not selling/(or-never sold) legal weed!?,3
3200,n,This is corrupt - Addictive painkiller profiteer donates $500k to fight cannabis legalization in Arizona: https://t.co/jafQTAxNa0 #cannabis,2
3201,n,Time for MOTHERS to demand FATHERS explain #USURY  share #embryology  #legalize #cannabis and expose #weatherwarfare. #Omnicide <at>CCCB_CECC,1
3202,n,<at>JustinTrudeau how many more petitions do we have to sign? YOU PROMISED TO LEGALIZE POT! You are a liar!!,1
3203,n,LCBO well suited to selling marijuana when legal  Kathleen Wynne says ONpoli https://t.co/ax8cjHjQbu,1
3204,n,.<at>Microsoft jumped in fully to support legal cannabis biz yet <at>JustinTrudeau still arrests and jails #cdnpoli #fail https://t.co/7GzK1tKLfx,2
3205,n,"Global news calls for a liberal government ..first change they said will be the ""legalization of weed""",1
3206,n,"<at>JustinTrudeau to invest. legal. of weed  incl. Col. exprnc. & how GOP Pres contdr. Dr. Carson gets ""that mellow""? https://t.co/1tqXjsvqQg",1
3207,n,Don't make those July 1 #Canada Day legal pot party plans quite yet #cdnpoli #Trudeau #cannabis #legalization https://t.co/Ct4kd6gQlG,5
3208,n,Weed finally legal as of October   these property managers wanna come dropping off revised lease agreements outlining their properties are cannibas free,6
3209,n,Landlords  condo bylaws & hotels can prohibit cannabis consumption  so some citizens and visitors may not have a legal place to consume cannabis. We're proposing designated areas for consumption & we want to know what you think. #yyc #yyccannabis,6
3210,n,Rush to legalize cannabis. Less fed transfer payments for health. Unfair tax on small biz owners & farmers. Yup sunny ways. #cdnpoli #mbpoli,4
3211,n,<at>JustinTrudeau <at>Kathleen_Wynne Did you see the CBC  FirstHand show Oct 29th 2015 9pm about Marijuana legalization in the USA? Good & Bad,1
3212,n,If you can't grow it at home it's not #legalization #prohibition2 https://t.co/soPq8zS5tL,2
3213,n,"<at>mojorisen531 Our Prime Minister fucked up. When he was campaigning  he said he would legalize pot. So we were all ""YAY"" what he should have done is decriminalize it first. People are still being busted for it which is really stupid",6
3214,n,<at>DoucetteWard13 <at>CityNews I understand but someone who is now legal too smoke weed can't even smoke it anywhere why?,1
3215,n,<at>Cheekster16 <at>MsYouDoYou It's in the states where pot is legal  so I'll have to do further research on it.,6
3216,n,<at>metromorning Cannabis so-called criminals could also be called entrepreneurs. Were it not for their proactive stance on giving people what they want  the govt would not have the chance to reap billions from what will now be a legal enterprise.,5
3217,n,Billionare <at>sparker is matching all donations to pot legalization in California through the MPP! https://t.co/0eAckdWuyL #LegalizeIt,1
3218,n,"Weed Wednesday...we find out AB's ""draft plan"" for legal marijuana tomorrow  and consultations. What do you hope makes it into the rules?",5
3219,n,I want to know why Dr's in BC have decided that if you use cannabis you have no right to any other pain medication? #FreeCannabis #Legalize,3
3220,n,<at>VICELAND_ca We are the first developed post industrial counrty to legalize weed. The fact we have little in the form of research  awareness and education seems to suggest we are not ready for this and are ill prepared. I guess it's all about the benjamins.,6
3221,n,<at>RealAlexD <at>bjizzle56 For possession of weed  that is legal in many states. I'd have a way different opinion if it was assault charges or weapons . There BETTER be a bigger back story...,6
3222,n,"Mike. I admit when the ""he who will remain unnamed"" became leader of the ""Plainly Confused Onanist Party""  PCOP  i was confused. But given the convergence of legal pot with a con leader? Drag on dude  drag on. We aspired and we...won? https://t.co/bqSM9ptjYb",5
3223,n,<at>GlenKorstrom <at>_deepakanand Advocate for medical #cannabis and legalization. Join our volunteer petition squad at the 420 event on April 20  2018 to keep #MedicalCannabis Affordable #Cannabis #Petition #volunteers #Vancouver #BritishColumbia #Canada https://t.co/e8YEwRBSFl,6
3224,n,A major flaw in the Liberals' conservative approach to cannabis legalization: the risk of losing the deep knowledge and information provided by shops and dispensaries. Smart policy would ensure these pioneering experts remain in the industry. https://t.co/UKdLNN0tLu,6
3225,n,Safeguarding Medical Cannabis as Legalization Unfolds <at>JohnConroyMMAR Robert W. E. Laurie <at>KirkTousaw <at>IntlCBC #ICBCVAN #Vancouver https://t.co/sezYjY4aAR,3
3226,n,<at>MartelHammer732 <at>EffieGib <at>A_Strong_Canada <at>FrankPVaughan <at>CNDTory <at>singofhisgrace <at>StefMacWilliams <at>MaximeBernier If CPC doesn't support legal pot & offer something better than the Haprer years they'll lose,4
3227,n,"https://t.co/AFoHNFKUdF In short  2 yrs isn't long enough  and ""won't somebody pls think of the children?"" Gimme a break. #cdnpoli",4
3228,n,Absolutely  the senate needs to honour the credibility of their office by representing Canadians in a responsible thoughtful manner  instead of being lead by partisanship and bias. #c45 #cdnpoli #cannabis #Legalization https://t.co/D6IbrNvmLU,6
3229,n,Edmontonians sound off on provincial marijuana regulation https://t.co/i78Ko5eurS,4
3230,n,<at>MarkyDeSuede <at>CityNews pot legalization/we have treaties w/other countries that would have 2B changed to allow it https://t.co/wmBunmBLmT,2
3231,n,<at>Brian_Pallister You made an ass of yourself again. If you aren't ready to legalize pot  it's only because your greasy pals haven't figured out how to profit,4
3232,n,<at>HamzahKingKhan <at>MSTraders_ca Assuming US legalize MJ federally ina few yrs $100+ on WEED is attainable pre-split? :man_shrugging_light_skin_tone:,6
3233,n,No wonder Harper doesn't want to legalize  tax & regulate pot. It takes business away from these friends #elxn42 http://t.co/CXCGuafy6Z,1
3234,n,<at>22_Minutes till they legalize pot this will be a problem also no Canadian teams make the NHL playoff.,2
3235,n,Another reason to not donate to the LPC (plus C14  Kinder Morgan  Marijuana legal taking forever  Site C approval) https://t.co/LTUnTnyzsD,2
3236,n,https://t.co/aKclV5NOCf To pardon everybody for cannabis possession offenses would be the state recognizing that prohibition was a mistake. It was and is a mistake. Pardon people and let them get on with their lives. #cdnpoli,6
3237,n,#Lebanese #cannabis farmers hope #legalization may bring #amnesty https://t.co/Kq8NqJ7Fcc,6
3238,n,Excited to be attending a <at>GovCanHealth roundtable on the proposed #cannabis regulations today. Should be a productive discussion on how best to make this transition to legalization.,5
3239,n,"I cannot afford legal weed. I also feel my associates produce a better quality product than found through ""legal producers""... What the fuck is milled weed anyhow? It must be the new term for Saskatchewan Ditch Weed... https://t.co/kS3MhVcPch",6
3240,n,#Toronto is going to #Pot ?!?! Toronto's former top cop to guide Liberals on marijuana legalization https://t.co/7oN7wpIEAr,1
3241,n,#elxn42 just make weed legal,1
3242,n,Where is amnesty in the federal government's plan to legalize cannabis? https://t.co/ZoblxiYTMh via <at>georgiastraight <at>CannabisAmnesty #CannabisAmnesty,6
3243,n,I was ambivalent about pot legalization until I read <at>RosieDiManno's column.,4
3244,n,<at>geonelroma <at>escpedia No one defends the right? Marijuana will be legal across #Canada (retail & home grown) in 2018  as it already is in several US regions.,4
3245,n,<at>POI_RileyNYPD Justin Trudeau wants to legalize marijuana maybe Finch knows him???,3
3246,n,Canada Finally Has A Timeline For Legal Weed https://t.co/LMyhM0gJIP,3
3247,n,Corbella: A few things that should go up in smoke prior to pot legalization https://t.co/0yNmPPDXIF,5
3248,n,Legalization of Cannabis is the best thing to happen in Canada. It's medicinal properties are proven & safe. Focus needed on education for at risk youth  to prevent addiction&ensure safety of consumption of recreational form. Legalization does not imply it is devoid of risk. 1/2,6
3249,n,<at>mudlanegoldens Smokers  junk food  lotto. People are now healthier & better at math! Perhaps stores should hang in for the munchie boom of legal pot!,4
3250,n,<at>DaleatLFPress <at>LFPress Stock shortages on pain medications for chronic pain treatments because Government has cut funding to drug manufacturers  cut doses and pays at pay clinics assuming people will/can use cannabis now that it's legal. Patients have no option but opioids / narcotics for covered meds,6
3251,n,Topics: Strategy for a Safer Ontario--Building a New Public Safety Model in Ontario--Legalization of Marijuana https://t.co/u16BkDMuhE,2
3252,n,The govt has #cannabis #legalization meticulously planned. task force made sure not to cause a frenzy on the market the way it was written.,3
3253,n,#GoC plans to open up legal market for #cannabis by 2019 #cdnpoli #marijuana https://t.co/zjB1Xr0EPi,3
3254,n,Weed was less demonized before legalization. And if I lived in a building that banned smoking  well  there's always vaporizers and edibles. https://t.co/IAk3QLDvzG,6
3255,n,<at>Sarahharnum Going Rasta for legal weed day are you? :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: jk,6
